Protein IDs,Protein names,Gene names,Control-LFQ intensity P18,Control-LFQ intensity P19,Control-LFQ intensity P20,Di-LFQ intensity P18,Di-LFQ intensity P19,Di-LFQ intensity P20,mean_ctrl,mean_treat,log2FC (treat:ctrl)
P11586;V9GYY3;A0A384N5Y3;A0A024R652;F5H2F4;B7Z809;A0A494C1T2;V9GZ78,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,21034,16569,23112,12002,15650,10238,20238.33333,12630,-0.680235847
P27708;Q53SY7;F8VPD4;H7BZB3;H7C2E4,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,11038,8795.6,12230,1000,1000,1000,10687.86667,1000,-3.41790201
Q9NYQ6;B7Z7U7,Cadherin EGF LAG seven-pass G-type receptor 1,CELSR1,18303,14345,13203,16009,14389,15011,15283.66667,15136.33333,-0.013974933
Q9H251;A0A087X097;A0A0A0MQS6;Q9H251-4;Q9H251-2;Q9H251-3;Q9H251-8;A0A024QZL8;Q9H251-9;Q9H251-7,Cadherin-23,CDH23,4584.3,8003.1,6532.6,7932.9,6213.8,4876.2,6373.333333,6340.966667,-0.007345325
Q96JP9;F1T0L2;Q96JP9-2;B3KWC7;A0A0A6YYA3,Cadherin-related family member 1,CDHR1,1000,1000,1000,15934,19904,13290,1000,16376,4.033511102
Q9Y6J0;A0A087WWW8;A0A024R1E5;Q9Y6J0-2;Q8WTX5;C9JT60;C9J068;Q8IVX9;Q05C66;Q9NPU0;B5MEB3,Calcineurin-binding protein cabin-1,CABIN1,24853,21038,23440,9685.4,11304,8594.5,23110.33333,9861.3,-1.228688316
Q9Y6N3,Calcium-activated chloride channel regulator family member 3,CLCA3P,22429,18594,23802,1000,1000,1000,21608.33333,1000,-4.433515895
Q9BV35-2;Q9BV35;Q9BV35-4;Q9BV35-3,Calcium-binding mitochondrial carrier protein SCaMC-3,SLC25A23,29388,23102,20483,1000,1000,1000,24324.33333,1000,-4.60432836
Q5T5Y3;B7ZLW1;A0A384NY94;Q5T5Y3-2;Q5T5Y3-3,Calmodulin-regulated spectrin-associated protein 1,CAMSAP1,21485,15489,16659,16503,14432,18605,17877.66667,16513.33333,-0.114527085
A8MX76;D6W573;B7Z467;A8MX76-2,Calpain-14,CAPN14;hCG_1988128,60375,45934,53328,49950,53127,46586,53212.33333,49887.66667,-0.093077473
P27797;B4DHR1;Q53G71;V9HW88;K7EJB9;B4E2Y9,Calreticulin,CALR;HEL-S-99n,30294,28045,31849,1000,1000,1000,30062.66667,1000,-4.909901082
P22676;A6NER6;H3BN14;A0A140VK08;H3BMN5,Calretinin,CALB2,1000,1000,1000,40294,48734,38095,1000,42374.33333,5.405118766
Q92887,Canalicular multispecific organic anion transporter 1,ABCC2,8543.3,6405.1,7389.6,10038,7531.2,6895.4,7446,8154.866667,0.131195673
Q8N3C7;Q4ZFY2;B7Z936;A8K6D0;Q59GR7;G3XAK3;B5MCH3;Q8N3C7-4;Q8N3C7-3;Q8N3C7-2,CAP-Gly domain-containing linker protein 4,CLIP4;FLJ21069,13290,19485,20012,1000,1000,1000,17595.66667,1000,-4.137148271
Q8N1G2;H0YCQ1;H0Y4T0,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,CMTR1,17489,13278,14438,39403,32849,40027,15068.33333,37426.33333,1.312533861
P22748-2;P22748,Carbonic anhydrase 4,CA4,28059,38655,25650,1000,1000,1000,30788,1000,-4.944296247
A0A0S2Z3J9;A0A0S2Z3K5;P48052,Carboxypeptidase A2,CPA2,15690,18153,13822,1000,1000,1000,15888.33333,1000,-3.989895891
Q8N3K9,Cardiomyopathy-associated protein 5,CMYA5,17685,20189,16581,1000,1000,1000,18151.66667,1000,-4.182030116
A0A2R8Y6R5;Q9H078;A0A2R8Y7E8;A0A2U3TZY2;A0A140VK11;Q9H078-2,Caseinolytic peptidase B protein homolog ,CLPB,42370,34592,40128,1000,1000,1000,39030,1000,-5.286511558
Q8WXD9;D3DU87,Caskin-1,CASKIN1,20176,14876,21800,1000,1000,1000,18950.66667,1000,-4.244176697
B0QYC4;Q9BWT7-2,Caspase recruitment domain-containing protein 10,CARD10,56059,67203,53192,1000,1000,1000,58818,1000,-5.878185824
Q9BXL6;A0A494C1N2;B4DKY0;I3L3F1;A0A494BZY0;A0A494C199;A0A494C0J4;Q9BXL6-3;Q9BXL6-2,Caspase recruitment domain-containing protein 14,CARD14,30137,37511,40025,19058,15543,18312,35891,17637.66667,-1.024962405
Q9UI47;A8K141,Catenin alpha-3,CTNNA3,48936,38078,42217,20187,23112,16643,43077,19980.66667,-1.10831306
Q96P56;B3KV08;F8W9H2;Q96P56-2;B8ZZQ9;E7EX46;A0A024QYX4;Q96P56-4;Q96P56-3,Cation channel sperm-associated protein 2,CATSPER2;hCG_1820611,26574,34332,30174,1000,1000,1000,30360,1000,-4.924099886
D9ZGF1;Q99967-2;Q99967,Cbp/p300-interacting transactivator 2,CITED2,1000,1000,1000,83388,106230,78642,1000,89420,6.482525641
H0UIC7;P80075,C-C motif chemokine;C-C motif chemokine 8;MCP-2(6-76),CCL8,1444200,2000124,1870575,796005,610394,594340,1771633,666913,-1.409509299
Q96Q11;Q96Q11-2;A0A024R2H7;A0A494C1P4;C9JRS7;A0A494BZV5;A0A494C0A0;F8W8C3;A0A494C0Y2;A0A494C181;A0A494C1D4;Q96Q11-3,"CCA tRNA nucleotidyltransferase 1, mitochondrial",TRNT1,1000,1000,1000,45049,55632,46114,1000,48931.66667,5.612696518
Q00587;A0A024R1J3;Q00587-2,Cdc42 effector protein 1,CDC42EP1,68495,60174,59780,1000,1000,1000,62816.33333,1000,-5.973067828
Q59FX2,CDC7 cell division cycle 7 variant (Fragment) ,,24556,22880,30283,37285,29612,35991,25906.33333,34296,0.404735485
Q9NVG1,"cDNA FLJ10755 fis, clone NT2RP3004569, weakly similar to ANKYRIN, BRAIN VARIANT 1 ",,1000,1000,1000,32103,27699,34322,1000,31374.66667,4.971528226
B3KNC5,"cDNA FLJ14238 fis, clone NT2RP4000519 ",MGC45800,80485,72103,89576,1000,1000,1000,80721.33333,1000,-6.3348781
Q96SW8,"cDNA FLJ14589 fis, clone NT2RM4001876, weakly similar to RAS SUPPRESSOR PROTEIN 1",,20177,14739,24545,1000,1000,1000,19820.33333,1000,-4.30890932
Q8N7F0,"cDNA FLJ25707 fis, clone TST04879 ",,40495,48869,39580,45103,37596,46120,42981.33333,42939.66667,-0.001399246
Q96NR6,"cDNA FLJ30278 fis, clone BRACE2002755 ",,75648,80010,72197,82390,71403,80001,75951.66667,77931.33333,0.037121876
Q96NM8,"cDNA FLJ30534 fis, clone BRAWH2001141 ",,1000,1000,1000,32048,23920,24585,1000,26851,4.746903914
Q96DP6,"cDNA FLJ31052 fis, clone HSYRA2000629, weakly similar to SKIN SECRETORY PROTEIN XP2",,95067,107899,89405,1000,1000,1000,97457,1000,-6.606693908
Q8NB52,"cDNA FLJ34222 fis, clone FCBBF3022894, weakly similar to Homo sapiens zinc finger protein dp mRNA ",,1000,1000,1000,58291,55092,45441,1000,52941.33333,5.726322625
Q8N204,"cDNA FLJ36460 fis, clone THYMU2014801 ",,29304,21399,27680,20047,23389,19948,26127.66667,21128,-0.306422084
Q8N913,"cDNA FLJ38576 fis, clone HCHON2007482",,1000,1000,1000,30275,35541,28504,1000,31440,4.974529312
Q8N8W3,"cDNA FLJ38763 fis, clone KIDNE2014119 ",,40394,51399,46548,1000,1000,1000,46113.66667,1000,-5.527122479
B3KUA7,"cDNA FLJ39512 fis, clone PROST2018977, highly similar to Homo sapiens zinc finger protein 530 (ZNF530), mRNA",,1000,1000,1000,15840,29902,22384,1000,22708.66667,4.505171096
B3KUB3,"cDNA FLJ39524 fis, clone PUAEN2002568 ",,9047.6,12390,8754.5,11292,7859.2,14375,10064.03333,11175.4,0.151117865
B3KUX3;A8MUP8,"cDNA FLJ40853 fis, clone TRACH2015486, highly similar to RETINOIC ACID RECEPTOR ALPHA",RARA,1000,1000,1000,67768,71139,60274,1000,66393.66667,6.052973723
B3KWT2,"cDNA FLJ43774 fis, clone TESTI2050137, highly similar to Homo sapiens rai-like protein (RaLP), mRNA ",,1000,1000,1000,151491,135561,184470,1000,157174,7.296218774
B4DXF8,"cDNA FLJ51371, highly similar to Ornithine decarboxylase",,62046,56405,59706,74898,80487,87590,59385.66667,80991.66667,0.447658711
B4DJN0,"cDNA FLJ51641, highly similar to Nicastrin ",,1000,1000,1000,32940,27689,34222,1000,31617,4.982628578
B7Z4R7,"cDNA FLJ52336, moderately similar to Zinc finger protein 709 ",,1000,1000,1000,15869,13295,20124,1000,16429.33333,4.038202035
B4DYZ6,"cDNA FLJ52369, highly similar to Nuclear pore complex protein Nup214 ",,1000,1000,1000,62620,72754,69782,1000,68385.33333,6.095615037
B4DZF9,cDNA FLJ52601 ,,1000,1000,1000,42190,38796,40193,1000,40393,5.336033394
B4E156;A0A060H0F8,cDNA FLJ53123 ,,180480,223375,167059,1000,1000,1000,190304.6667,1000,-7.57216713
B7Z4Z6,cDNA FLJ53550 ,,1000,1000,1000,45038,61289,55549,1000,53958.66667,5.753782794
B7Z1R8,cDNA FLJ53553 ,,40687,32230,45385,34943,42190,30058,39434,35730.33333,-0.142290685
B4DHL1;A8K124;A0A024R5W1;Q6N043-2,"cDNA FLJ56078, highly similar to Suppressor of hairy wing homolog 4 ",,46272,39550,41295,1000,1000,1000,42372.33333,1000,-5.405050671
B4DRE4,cDNA FLJ57422 ,,171840,161230,146976,1000,1000,1000,160015.3333,1000,-7.322066347
B4DRX1,"cDNA FLJ57575, highly similar to Homo sapiens pleckstrin homology domain containing, family M member 1, mRNA",,11037,8796.4,7690.2,12489,10004,7869.3,9174.533333,10120.76667,0.141611899
B4DPA6,"cDNA FLJ58086, highly similar to LIM/homeobox protein Lhx1 ",,13821,11230,15768,1000,1000,1000,13606.33333,1000,-3.766206433
B4DZQ2;A0A087WSZ2,"cDNA FLJ58651, highly similar to Alpha-actinin-3 ",ACTN3,54022,57226,75771,51943,55021,53247,62339.66667,53403.66667,-0.223211641
B4DVW6,"cDNA FLJ58860, highly similar to Homo sapiens trichoplein, mRNA ",,97855,90227,75495,65784,80034,93643,87859,79820.33333,-0.138433775
B7Z3M1,cDNA FLJ59029 ,,1000,1000,1000,92037,75859,100034,1000,89310,6.480749817
B4DYQ5,cDNA FLJ61480 ,,1000,1000,1000,50477,43289,60264,1000,51343.33333,5.682105057
A8K4P6,"cDNA FLJ77656, highly similar to Homo sapiens UV radiation resistance associated gene (UVRAG), mRNA ",,1000,1000,1000,25929,35910,38812,1000,33550.33333,5.068255195
B3KQV3;F8VVB2;F8VU68,"cDNA PSEC0253 fis, clone NT2RP3003368, highly similar to Homo sapiens phosphatidylinositol-4-phosphate 5-ki",PIP4K2C,23940,28765,20187,23280,20177,28473,24297.33333,23976.66667,-0.019166881
B2R762,"cDNA, FLJ93300, highly similar to Homo sapiens interferon regulatory factor 6 (IRF6), mRNA ",,1000,1000,1000,8569.9,8932.5,11016,1000,9506.133333,3.248858637
Q9H6Z3,"cDNA: FLJ21650 fis, clone COL08516",,1000,1000,1000,13782,10389,16577,1000,13582.66667,3.763694845
Q9ULG6;A0A024R5S7;Q9ULG6-2;Q9ULG6-5;H3BN32;Q9ULG6-4,Cell cycle progression protein 1,CCPG1,31037,24869,37685,68969,60001,72490,31197,67153.33333,1.106051712
Q99459;B4DSH1;B3KY60,Cell division cycle 5-like protein,CDC5L,1000,1000,1000,9483.5,12379,8796.2,1000,10219.56667,3.353262119
F5H1H2;Q8IX12;H0YFJ7;F5H2E6;A0A0C4DGG8;Q8IX12-2,Cell division cycle and apoptosis regulator protein 1,CCAR1,20833,23920,18957,1000,1000,1000,21236.66667,1000,-4.408485432
A0A024R8Y0,"Cell division cycle associated 1, isoform CRA_a",CDCA1,33554,40382,46048,1000,1000,1000,39994.66667,1000,-5.321735723
Q8WUJ3,Cell migration-inducing and hyaluronan-binding protein,CEMIP,1000,1000,1000,6758.4,4594.1,5040.2,1000,5464.233333,2.450019091
Q9NXG0;Q9NXG0-2,Centlein,CNTLN,11923,8493.5,10034,1000,1000,1000,10150.16667,1000,-3.343431512
Q7Z7A1;B2RP65;Q7Z7A1-2;Q7Z7A1-5;Q5JVD1;Q7Z7A1-3;Q5JVD6;B4DM77;Q7Z7A1-4,Centriolin,CNTRL;CEP110,1000,1000,1000,9384.3,6588.2,10037,1000,8669.833333,3.11600426
Q03188;H0Y8J2;Q03188-2,Centromere protein C,CENPC,8474.6,4550.2,3200,1000,1000,1000,5408.266667,1000,-2.435166289
P49454,Centromere protein F,CENPF,3490.5,8796.4,7776.5,1000,1000,1000,6687.8,1000,-2.741531704
Q02224;A0A087X0P0,Centromere-associated protein E;Kinesin-like protein,CENPE,18495,20183,22381,5943.5,4304.2,7857.4,20353,6035.033333,-1.753807817
Q8N8E3;B3KUW3;F5GYE8;A2RRR7;B4DR29;Q8N8E3-2;J3QL98;J3KSC3;J3KSN4;J3QSA5,Centrosomal protein of 112 kDa,CEP112;CCDC46,10475,13274,9833.5,12189,8947.4,13290,11194.16667,11475.46667,0.035805691
Q9UPN4;Q9UPN4-2;B2RN10;I3L2X7;I3L2J8;Q9UPN4-3,Centrosomal protein of 131 kDa,CEP131;AZI1,1000,1000,1000,20183,18044,22483,1000,20236.66667,4.338899767
Q66GS9;Q66GS9-2,Centrosomal protein of 135 kDa,CEP135,59475,50028,43894,89374,80132,78027,51132.33333,82511,0.690350604
O94986;O94986-1;O94986-2;O94986-3,Centrosomal protein of 152 kDa,CEP152,8593.5,11390,7021.8,29103,19938,22218,9001.766667,23753,1.399829663
O15078;F8VS29;Q05BJ6;J3KNF5;F8W0V9;F8W097;A0A0A0MS86;S4R322;O15078-2,Centrosomal protein of 290 kDa,CEP290,7483.2,5495.7,4039.9,1000,1000,1000,5672.933333,1000,-2.50409491
Q5VT06;A0A024R914;Q5T2X5;H0Y6Q4;Q05D72;Q7LGH1;H0Y7F7,Centrosome-associated protein 350,CEP350,8392.1,7999.2,6473.8,6390.1,5330.6,8605.2,7621.7,6775.3,-0.169827995
Q9BSQ5-2;Q9BSQ5;B7Z8J6;B7Z5A6;B7Z8D5;C9JUH3;A0A0A0MT72;Q9BSQ5-3;Q9BSQ5-4,Cerebral cavernous malformations 2 protein,CCM2,14839,20330,24813,21028,23111,16859,19994,20332.66667,0.024232313
B3KT60;O00408;H0YFL1;E9PEF1;B4DIM1;Q8IW54;O00408-5;O00408-6;O00408-2;O00408-4;O00408-3,"cGMP-dependent 3,5-cyclic phosphodiesterase",PDE2A,25849,30028,23103,1000,1000,1000,26326.66667,1000,-4.718452962
Q9HC52;C9J6K3;C9JM54,Chromobox protein homolog 8,CBX8,94820,78879,80211,1000,1000,1000,84636.66667,1000,-6.403210904
A0A087WVF4;O14646-2;O14646,Chromodomain-helicase-DNA-binding protein 1,CHD1,1000,1000,1000,21559,21865,19435,1000,20953,4.389084915
Q12873;Q12873-3;Q12873-2;H7C2H0;I3L1I4;A0A2R8Y8B3;A0A2R8Y685;A0A2R8Y5Z7,Chromodomain-helicase-DNA-binding protein 3,CHD3,28694,30273,21389,10290,8769.3,13234,26785.33333,10764.43333,-1.315170876
F5H6N4;Q05CG6;A0A2R8Y8B3;A0A2R8Y685;A0A2R8Y5Z7;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y445;B3KY63;A0A2R8Y425;A0A2R8Y5J0;A0A2R8YFK9;A0A2U3TZM0;A0A2R8YFD8;F5GWX5;A0A2R8Y212;A0A2R8Y521;A0A0C4DGG9;Q14839;Q14839-2,Chromodomain-helicase-DNA-binding protein 4,CHD4,75938,73061,93120,1000,1000,1000,80706.33333,1000,-6.334609987
Q8TDI0;F2Z2R5;Q6ZSZ4;Q5ISS3;Q6ZU36;B3KRD4;Q659F1;K7EMY3;Q659D0,Chromodomain-helicase-DNA-binding protein 5,CHD5,8490,7233.4,5604.1,1000,1000,1000,7109.166667,1000,-2.829680458
Q9P2D1;A0A024R7V7;Q6ZWF9;Q9P2D1-2;Q9P2D1-3;Q461N2;Q3L8U1-2;Q3L8U1-3,Chromodomain-helicase-DNA-binding protein 7,CHD7,9405.2,11022,12183,23920,26659,20183,10870.06667,23587.33333,1.117651535
Q8NDM7;H0Y4U9;H7BZT8;Q8NDM7-2,Cilia- and flagella-associated protein 43,CFAP43,9444.3,5567.7,5022.1,1000,1000,1000,6678.033333,1000,-2.739423295
Q96MT7;Q9UF55;Q5CZ82;H0Y883;Q9NUU0;H0Y896;Q96MT7-1,Cilia- and flagella-associated protein 44,CFAP44;DKFZp434A2017,4590,3443.4,6459.5,7304.2,8058.1,5476.4,4830.966667,6946.233333,0.523918975
Q8IYW2,Cilia- and flagella-associated protein 46,CFAP46,5049.1,6943.4,3340.1,1000,1000,1000,5110.866667,1000,-2.353567955
Q96M91,Cilia- and flagella-associated protein 53,CFAP53,1000,1000,1000,23023,20024,15473,1000,19506.66667,4.285895364
Q96N23;Q96N23-2;A0A0A0MTQ3;A0A1B0GU80,Cilia- and flagella-associated protein 54,CFAP54,1000,1000,1000,4594.4,6032.6,5120,1000,5249,2.392042598
Q96MR6;A0A087WVY5;Q96MR6-2,Cilia- and flagella-associated protein 57,CFAP57,29303,23299,30182,1000,1000,1000,27594.66667,1000,-4.786317553
Q5T655;B4DK97,Cilia- and flagella-associated protein 58,CFAP58,18575,13990,20454,17493,23292,13292,17673,18025.66667,0.028505659
Q9P2M7-2;H0Y4A8,Cingulin,CGN,28493,22399,18594,19303,25485,24383,23162,23057,-0.00655502
Q0VF96;Q0VF96-2,Cingulin-like protein 1,CGNL1,29044,20493,30015,31902,24584,22192,26517.33333,26226,-0.015937917
O14578;O14578-4;O14578-3;H7BYJ3;O14578-2,Citron Rho-interacting kinase,CIT,18399,12330,13329,24930,31193,34100,14686,30074.33333,1.034091252
C9J8P9;P09496-5;P09496-2;P09496-4;P09496-3;P09496,Clathrin light chain A,CLTA,1000,1000,1000,37022,28236,33430,1000,32896,5.039840265
Q9UKF6;B4DQR2;G5E9W3;Q53F02;A4UCU1,Cleavage and polyadenylation specificity factor subunit 3,CPSF3,1000,1000,1000,50404,56333,45303,1000,50680,5.663344619
O95639;O95639-2;B7Z7B0;H7C419;O95639-3;C9K0K2;C9JEV9;H7C016,Cleavage and polyadenylation specificity factor subunit 4,CPSF4,39034,41192,32940,41022,45596,32590,37722,39736,0.075040483
Q7Z460;Q7Z460-3;Q7Z460-2;B7Z5R7;B7Z4E5;B7Z7Q8;H0Y5T1;F8WA11;Q7Z460-4;Q7Z460-5;C9JP76;Q6TAR3;C9J151,CLIP-associating protein 1,CLASP1,1183.2,456.67,1878.3,1000,1000,1000,1172.723333,1000,-0.229862696
O75153;K7EIG1;A0A494C0R8;I3L2B0,Clustered mitochondria protein homolog,CLUH,8697.2,11038,7069.3,1000,1000,1000,8934.833333,1000,-3.159440818
Q9UBF2;Q9H9B7;A0A140VK12;Q9UBF2-2;B3KND4;Q9Y678;Q9NUP3,Coatomer subunit gamma-2;Coatomer subunit gamma,COPG2,30385,23102,24458,104955,89575,121220,25981.66667,105250,2.018254349
Q8WVM7;Q68DW7;Q4LE48;B4E2Q7;Q8WVM7-2,Cohesin subunit SA-1,STAG1;DKFZp781D1416;STAG1 variant protein,2904.7,5659,4332.2,1000,1000,1000,4298.633333,1000,-2.103878056
Q9UJ98;P0CL83;B7Z8I4;B4DYS8;B2RU25;A8K8M9;D6W5U7;Q9UJ98-2;Q9UJ98-3;P0CL85;P0CL84;B7ZA15;B4E0Z5;P0CL84-2;P0CL85-2,Cohesin subunit SA-3;Putative STAG3-like protein 1;STAG3-like protein 3;Putative STAG3-like protein 2,STAG3;STAG3L1;STAG3L3;STAG3L2,56005,62183,50395,1000,1000,1000,56194.33333,1000,-5.812352751
Q9P2K1;Q9P2K1-2;D6R9V3;A0A494C1C5;A0A494C0X1;A0A140T8Y7;A0A0J9YXT3,Coiled-coil and C2 domain-containing protein 2A,CC2D2A,1000,1000,1000,45490,49987,35495,1000,43657.33333,5.448152106
Q68D86;Q68D86-2,Coiled-coil domain-containing protein 102B,CCDC102B,40343,29940,35466,39585,30018,28605,35249.66667,32736,-0.106731565
Q8TBZ0;D3DP61;B4DZA2;A0A494C037;E7EUS2;Q8TBZ0-2,Coiled-coil domain-containing protein 110,CCDC110;KM-HN-1,20384,27769,18796,1000,1000,1000,22316.33333,1000,-4.480028101
H7C5T3;C9JU82;Q49A88-4,Coiled-coil domain-containing protein 14 (Fragment) ,CCDC14,49302,34321,37686,1000,1000,1000,40436.33333,1000,-5.337580278
Q8IYE0;Q8IYE0-2;Q7Z4Q3;Q8N2Z6,Coiled-coil domain-containing protein 146,CCDC146,19304,26596,18494,1000,1000,1000,21464.66667,1000,-4.423891864
Q0P6D6;E9PKB1,Coiled-coil domain-containing protein 15,CCDC15,49303,34029,40188,20192,18954,21007,41173.33333,20051,-1.038036062
Q8NDH2,Coiled-coil domain-containing protein 168,CCDC168,27758,20192,19903,24334,16758,14954,22617.66667,18682,-0.275801192
Q9NQR7,Coiled-coil domain-containing protein 177,CCDC177,38203,30101,28956,50384,46689,60198,32420,52423.66667,0.693334173
Q5T9S5;E9PFB9;J3KP97;Q5T9S5-2;Q86WF1,Coiled-coil domain-containing protein 18,CCDC18,5493.1,8933.1,4392.2,1000,1000,1000,6272.8,1000,-2.649109565
B7ZMG3;Q9P1Z9;B7Z7C7;Q86Y65;B4DZK1,Coiled-coil domain-containing protein 180,KIAA1529;CCDC180,11038,8554.3,7363.1,6758,9022.1,8443.9,8985.133333,8074.666667,-0.154137208
Q5TID7;B2R917;Q5TID7-3;X6RJ50;Q5TID7-2,Coiled-coil domain-containing protein 181,CCDC181,59400,67584,53432,1000,1000,1000,60138.66667,1000,-5.910220977
Q96HJ3;Q96HJ3-2,Coiled-coil domain-containing protein 34,CCDC34,78695,70076,62192,1000,1000,1000,70321,1000,-6.135883681
Q96M83;Q96LK5;A0A384NKY2;Q96M83-4;Q96M83-3;Q96M83-5;A0A1W2PNE7;A0A1C7CYY2;Q96M83-2,Coiled-coil domain-containing protein 7,CCDC7,20384,16768,21122,1000,1000,1000,19424.66667,1000,-4.279817937
Q96LY2;A0A384MR57;Q96LY2-2;Q96AQ1-2;F1SW65;Q96AQ1;F1SW66;E7ESC5;F8WB40;F5GZA4;F8WCQ0;E9PG54;B8ZZB0;C9JC78;F8WEI8;B4DZ94;H7C1C8;B4DM14,Coiled-coil domain-containing protein 74B;Coiled-coil domain-containing protein 74A,CCDC74B;CCDC74A;CCDC74AV2;CCDC74AV3,1000,1000,1000,94892,100013,78695,1000,91200,6.510961919
Q9H0W5;A0A142DDU4,Coiled-coil domain-containing protein 8,CCDC8,1000,1000,1000,11839,19957,13733,1000,15176.33333,3.923751366
Q6ZN84;B4DQN0;Q6ZN84-3;Q6ZN84-2,Coiled-coil domain-containing protein 81,CCDC81,1000,1000,1000,59045,48752,40392,1000,49396.33333,5.62633205
Q8IWF9;H0YDV3;Q8IWF9-3;Q8IWF9-2,Coiled-coil domain-containing protein 83,CCDC83,33309,30900,23428,1000,1000,1000,29212.33333,1000,-4.868505693
Q96PX6;A2VDJ7,Coiled-coil domain-containing protein 85A,CCDC85A,14404,24013,18859,20288,26940,19706,19092,22311.33333,0.224808491
Q9H6F5-2;Q9H6F5,Coiled-coil domain-containing protein 86,CCDC86,60211,64001,45294,1000,1000,1000,56502,1000,-5.82023003
A6NC98;B2RTU8;A6NC98-4;A6NC98-5;H7BY33;A6NC98-2;Q8TEJ7;A6NC98-3,Coiled-coil domain-containing protein 88B,CCDC88B,27955,19043,20167,10003,7689.4,14384,22388.33333,10692.13333,-1.066197399
F5GWR1;Q7Z6B0;A0A0A0MTP0;A0A0A0MTK0;Q05D28;A0A024RAW6;Q7Z6B0-3;Q7Z6B0-2,Coiled-coil domain-containing protein 91,CCDC91;DKFZP779L1558,1000,1000,1000,349056,290560,399500,1000,346372,8.4361785
Q8NCU4;B4DIZ9;C9JA89;Q8NCU4-2,Coiled-coil domain-containing protein KIAA1407,KIAA1407,1000,1000,1000,48003,32093,34486,1000,38194,5.255274114
Q02388;Q02388-2;Q59F16,Collagen alpha-1(VII) chain,COL7A1,8216.3,5444.1,5849,4374.7,6890,5203.6,6503.133333,5489.433333,-0.244477774
A0A087X0A8;B9EJB8;D6RGG3;Q99715-2;Q99715-4;Q99715,Collagen alpha-1(XII) chain,COL12A1,46758,40695,59060,58284,44245,52841,48837.66667,51790,0.084679285
Q9UMD9;D3DRA2;Q9UMD9-2;A0A3B3IUC2;A2A2Y8;A0A3B3ITM2;B4DTI2;B4DT99,Collagen alpha-1(XVII) chain;120 kDa linear IgA disease antigen;97 kDa linear IgA disease antigen,COL17A1,10034,12940,8574.1,9585.8,8382.5,7004.3,10516.03333,8324.2,-0.337207087
Q8NFW1-2;Q8NFW1,Collagen alpha-1(XXII) chain,COL22A1,43772,50834,57394,1000,1000,1000,50666.66667,1000,-5.662965013
A8MWQ5;A0A2R8Y760;Q9BXS0;Q8NE08;E9PNV9;Q9BXS0-3;Q9BXS0-2;D6R8Y2;Q4W5I4;A0A087WZJ5;A0A087X1E1,Collagen alpha-1(XXV) chain;Collagen-like Alzheimer amyloid plaque component,COL25A1,60394,65784,59436,29384,30029,24581,61871.33333,27998,-1.143947351
Q8IZC6;H0YD40;Q5T1U7;Q8IZC6-3;Q8IZC6-2,Collagen alpha-1(XXVII) chain,COL27A1,69305,50444,61211,1000,1000,1000,60320,1000,-5.914564523
P05997;B4DNJ0;D3DPH5;A0A087WYX9;Q5PR22;A0A3B3IRH9,Collagen alpha-2(V) chain,COL5A2,30283,24950,32449,11748,10395,12594,29227.33333,11579,-1.335807543
P12110;H7C0M5;A0A384MDP3;P12110-3;P12110-2;Q9BUM6,Collagen alpha-2(VI) chain,COL6A2,12033,8796.3,6578.7,10484,6544.2,5605.3,9136,7544.5,-0.276137359
P13942;Q4VXY6;A0A1U9X7J8;A0A1U9X7J1;A0A1U9X7I7;A0A1U9X7I1;A0A1U9X7I9;A0A140TA43;A0A0G2JL35;A0A1U9X7H3;A0A0C4DFS1;A0A140T9N1;H0YIS1;A0A140TA54;A0A140T9I7;P13942-7;P13942-4;P13942-2;P13942-3;P13942-6;P13942-8;P13942-5;A0A140T9W8;A0A0G2JI07;A0A140T9X7;A2AAS7,Collagen alpha-2(XI) chain,COL11A2,20495,23849,18768,10599,7689.1,6504,21037.33333,8264.033333,-1.348033863
A0A024R456;Q01955-5;Q01955-4;Q01955-3;Q01955-2;Q01955,Collagen alpha-3(IV) chain;Tumstatin,COL4A3,1000,1000,1000,26372,26262,29860,1000,27498,4.781254786
Q4VXW1;Q14050,Collagen alpha-3(IX) chain,COL9A3,138900,185770,104530,1000,1000,1000,143066.6667,1000,-7.160543765
P12111;Q59F25;E7ENL6;B7ZW00;D9ZGF2;P12111-4;P12111-2;Q8N4Z1,Collagen alpha-3(VI) chain,COL6A3,21028,15695,23300,1000,1000,1000,20007.66667,1000,-4.322481022
A8TX70;E9PAL5;H0Y9T2;H0Y393;H0Y935;A8TX70-2,Collagen alpha-5(VI) chain,COL6A5,3004,5384.2,4384.2,8575.2,4595.2,6591.2,4257.466667,6587.2,0.629670119
A6NMZ7-2;A6NMZ7,Collagen alpha-6(VI) chain,COL6A6,1000,1000,1000,54516,53987,48433,1000,52312,5.709070023
H3BRX0,COMM domain-containing protein 4 ,COMMD4,1000,1000,1000,239404,344056,286950,1000,290136.6667,8.180588821
